0,22d2a,20180115,1659
313,2432,東証1部,(株)ディー・エヌ・エー,15:00,2404,2495.29,-3.66
314,7515,東証2部,(株)マルヨシセンター,09:08,370,384.07,-3.66
315,8101,東証1部,(株)ＧＳＩクレオス,15:00,1652,1714.81,-3.66
316,4109,東証1部,ステラ　ケミファ(株),15:00,3890,4037.40,-3.65
317,1884,東証1部,日本道路(株),15:00,6300,6535.73,-3.61
318,2047,東証ETF,NEXT NOTES インドNifty・ベア ETN,14:59,7910,8206.67,-3.61
319,2206,東証1部,江崎グリコ(株),15:00,5610,5818.80,-3.59
320,6702,東証1部,富士通(株),15:00,813.7,843.70,-3.56
321,8747,東証JQS,豊商事(株),14:53,333,345.21,-3.54
322,9716,東証1部,(株)乃村工藝社,15:00,2357,2443.00,-3.52
323,3914,マザーズ,ＪＩＧ−ＳＡＷ(株),15:00,5410,5607.07,-3.51
324,2493,東証JQS,イーサポートリンク(株),15:00,1091,1130.60,-3.50
325,9872,東証2部,北恵(株),15:00,836,866.32,-3.50
326,7918,東証1部,(株)ヴィア・ホールディングス,15:00,756,783.23,-3.48
327,8095,東証1部,イワキ(株),15:00,478,495.23,-3.48
328,7997,東証2部,(株)くろがね工作所,15:00,1439,1490.59,-3.46
329,3431,東証1部,宮地エンジニアリンググループ(株),15:00,2714,2811.08,-3.45
330,8173,東証1部,上新電機(株),15:00,3905,4043.79,-3.43
331,1802,東証1部,(株)大林組,15:00,1371,1419.57,-3.42
332,1684,東証ETF,ETFS 総合上場投資信託,01/09,1010,1037.63,-3.39
333,7913,東証1部,図書印刷(株),15:00,1013,1048.48,-3.38
334,7595,東証1部,(株)アルゴグラフィックス,15:00,3350,3466.73,-3.37
335,1820,東証1部,西松建設(株),15:00,3145,3253.00,-3.32
336,1676,東証ETF,ETFS 貴金属バスケット上場投信,09:20,9950,10290.80,-3.31
337,8854,東証2部,(株)日住サービス,01/12,2435,2517.40,-3.31
338,4569,東証1部,キョーリン製薬ホールディングス(株),15:00,2136,2209.00,-3.30
339,9699,東証1部,西尾レントオール(株),15:00,3695,3821.13,-3.30
340,3945,東証2部,スーパーバッグ(株),11:28,2325,2403.77,-3.28
341,5901,東証1部,東洋製罐グループホールディングス(株),15:00,1834,1896.01,-3.27
342,8016,東証1部,(株)オンワードホールディングス,15:00,900,930.29,-3.26
343,6641,東証1部,日新電機(株),15:00,1343,1388.05,-3.25
344,3924,東証2部,(株)ランドコンピュータ,15:00,1259,1301.08,-3.23
345,9439,東証JQS,(株)エム・エイチ・グループ,15:00,270,278.97,-3.22
346,4272,東証1部,日本化薬(株),15:00,1670,1725.45,-3.21
347,9767,東証2部,日建工学(株),14:29,160,165.31,-3.21
348,5946,東証1部,(株)長府製作所,15:00,2601,2686.03,-3.17
349,8343,東証1部,(株)秋田銀行,15:00,3180,3284.13,-3.17
350,2871,東証1部,(株)ニチレイ,15:00,2971,3068.03,-3.16
351,7451,東証1部,三菱食品(株),15:00,3245,3350.73,-3.16
352,3804,東証JQS,(株)システム　ディ,15:00,1077,1111.71,-3.12
353,7274,東証1部,(株)ショーワ,15:00,1338,1380.88,-3.11
354,9790,東証1部,福井コンピュータホールディングス(株),15:00,3000,3096.39,-3.11
355,3034,東証1部,クオール(株),15:00,2032,2096.96,-3.10
356,3209,東証2部,カネヨウ(株),15:00,165,170.27,-3.09
357,9519,マザーズ,(株)レノバ,15:00,1180,1217.45,-3.08
358,4557,東証JQS,(株)医学生物学研究所,13:53,2153,2219.71,-3.01
359,6779,東証1部,日本電波工業(株),15:00,782,806.11,-2.99
360,2288,東証1部,丸大食品(株),15:00,505,520.45,-2.97
361,1363,東証ETF,iS米国債ETF-JDR(米7-10年国債),15:00,21280,21928.13,-2.96
362,7649,東証1部,スギホールディングス(株),15:00,5650,5822.00,-2.95
363,4539,東証1部,日本ケミファ(株),15:00,4865,5012.53,-2.94
