0,1d2a,20180111,1840
149,8914,マザーズ,エリアリンク(株),01/11,2542,3.54 %,87,50700,掲示板
150,1919,東証1部,(株)ヤマダ・エスバイエルホーム,01/11,88,3.53 %,3,5408000,掲示板
151,3135,マザーズ,(株)マーケットエンタープライズ,01/11,908,3.53 %,31,51800,掲示板
152,6357,東証2部,三精テクノロジーズ(株),01/11,1294,3.52 %,44,116900,掲示板
153,3768,東証2部,リスクモンスター(株),01/11,1620,3.51 %,55,53400,掲示板
154,6775,東証2部,(株)ＴＢグループ,01/11,59,3.51 %,2,1226000,掲示板
155,2454,東証JQS,(株)オールアバウト,01/11,1540,3.49 %,52,264300,掲示板
156,4745,東証1部,(株)東京個別指導学院,01/11,1020,3.45 %,34,699000,掲示板
157,3799,東証2部,キーウェアソリューションズ(株),01/11,633,3.43 %,21,70500,掲示板
158,6881,東証2部,(株)キョウデン,01/11,484,3.42 %,16,289400,掲示板
159,3543,東証1部,(株)コメダホールディングス,01/11,2156,3.36 %,70,660900,掲示板
160,6734,東証JQS,(株)ニューテック,01/11,1018,3.35 %,33,39600,掲示板
161,6955,東証2部,ＦＤＫ(株),01/11,278,3.35 %,9,8824000,掲示板
162,4743,東証1部,(株)アイティフォー,01/11,931,3.33 %,30,509100,掲示板
163,3905,マザーズ,データセクション(株),01/11,748,3.31 %,24,343400,掲示板
164,9767,東証2部,日建工学(株),01/11,156,3.31 %,5,34000,掲示板
165,6093,東証1部,(株)エスクロー・エージェント・ジャパン,01/11,538,3.26 %,17,1478300,掲示板
166,6240,東証1部,ヤマシンフィルタ(株),01/11,1552,3.26 %,49,4431100,掲示板
167,7889,東証JQS,(株)桑山,01/11,668,3.25 %,21,11900,掲示板
168,6731,東証2部,(株)ピクセラ,01/11,191,3.24 %,6,2398900,掲示板
169,2907,東証2部,(株)あじかん,01/11,1309,3.23 %,41,14500,掲示板
170,3826,東証1部,(株)システムインテグレータ,01/11,1027,3.22 %,32,122400,掲示板
171,1827,東証1部,(株)ナカノフドー建設,01/11,709,3.20 %,22,100700,掲示板
172,2453,東証1部,ジャパンベストレスキューシステム(株),01/11,774,3.20 %,24,843500,掲示板
173,6516,東証1部,山洋電気(株),01/11,8750,3.18 %,270,63700,掲示板
174,1662,東証1部,石油資源開発(株),01/11,3255,3.17 %,100,527600,掲示板
175,6339,東証1部,新東工業(株),01/11,1528,3.17 %,47,384400,掲示板
176,3623,マザーズ,ビリングシステム(株),01/11,6870,3.15 %,210,138200,掲示板
177,6558,マザーズ,クックビズ(株),01/11,5070,3.15 %,155,92700,掲示板
178,2353,東証1部,日本駐車場開発(株),01/11,198,3.13 %,6,2951600,掲示板
179,3289,東証1部,東急不動産ホールディングス(株),01/11,890,3.13 %,27,4669800,掲示板
180,9282,東証,いちごグリーンインフラ投資法人,01/11,65900,3.13 %,2000,747,掲示板
181,3751,東証1部,日本アジアグループ(株),01/11,562,3.12 %,17,387500,掲示板
182,1848,東証2部,(株)富士ピー・エス,01/11,895,3.11 %,27,69600,掲示板
183,7623,東証JQS,(株)サンオータス,01/11,365,3.11 %,11,1400,掲示板
184,6217,東証1部,津田駒工業(株),01/11,233,3.10 %,7,1517000,掲示板
185,3308,東証,日本ヘルスケア投資法人,01/11,171800,3.06 %,5100,775,掲示板
186,7102,東証1部,日本車輌製造(株),01/11,370,3.06 %,11,877000,掲示板
187,9707,東証JQS,(株)ユニマット　リタイアメント・コミュニティ,01/11,1921,3.06 %,57,35700,掲示板
188,4664,東証JQS,ＲＳＣ,01/11,608,3.05 %,18,30500,掲示板
