0,1w2a,20180112,2036
152,6998,東証2部,日本タングステン(株),3195,10.29 %,298,232500,掲示板
153,3244,東証1部,サムティ(株),1867,10.28 %,174,1971500,掲示板
154,7781,東証JQS,(株)平山ホールディングス,1825,10.27 %,170,65100,掲示板
155,4824,マザーズ,(株)メディアシーク,496,10.22 %,46,760800,掲示板
156,5726,東証1部,(株)大阪チタニウムテクノロジーズ,2419,10.21 %,224,1885800,掲示板
157,4974,東証1部,タカラバイオ(株),1751,10.20 %,162,4491400,掲示板
158,6862,東証JQS,ミナトホールディングス(株),586,10.15 %,54,3452500,掲示板
159,1430,東証1部,ファーストコーポレーション(株),1633,10.11 %,150,935900,掲示板
160,3059,東証2部,ヒラキ(株),1450,10.10 %,133,90400,掲示板
161,9417,東証JQS,(株)スマートバリュー,1455,10.06 %,133,180000,掲示板
162,7217,東証JQS,(株)テイン,723,10.05 %,66,76400,掲示板
163,6368,東証1部,オルガノ(株),3725,10.04 %,340,147700,掲示板
164,3277,東証1部,(株)サンセイランディック,1328,10.02 %,121,733100,掲示板
165,3475,東証2部,(株)グッドコムアセット,1539,10.01 %,140,455600,掲示板
166,3445,東証1部,(株)ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,6710,10.00 %,610,923800,掲示板
167,6719,東証2部,富士通コンポーネント(株),1058,9.98 %,96,1189600,掲示板
168,6402,東証2部,兼松エンジニアリング(株),1681,9.94 %,152,52400,掲示板
169,8929,東証2部,(株)青山財産ネットワークス,1792,9.94 %,162,310600,掲示板
170,8237,東証1部,(株)松屋,1638,9.93 %,148,2205500,掲示板
171,3352,東証JQS,(株)バッファロー,1274,9.92 %,115,49100,掲示板
172,3983,マザーズ,(株)オロ,2432,9.90 %,219,339100,掲示板
173,7810,東証JQS,(株)クロスフォー,1338,9.85 %,120,1205600,掲示板
174,7519,東証JQS,五洋インテックス(株),704,9.83 %,63,959000,掲示板
175,5021,東証1部,コスモエネルギーホールディングス(株),4975,9.70 %,440,2985700,掲示板
176,6890,東証JQS,(株)フェローテックホールディングス,2725,9.70 %,241,4277800,掲示板
177,6177,マザーズ,ＡｐｐＢａｎｋ(株),566,9.69 %,50,227300,掲示板
178,3845,東証JQS,(株)アイフリークモバイル,261,9.66 %,23,1234000,掲示板
179,6099,東証1部,(株)エラン,1501,9.56 %,131,548700,掲示板
