date,code,open,high,low,close,sma 8,sma 21,sma 34,sma 89,sma 233,stddev,-3s,-2s,+2s,+3s,RCI
2018-09-12,998405,1701.17,1702.67,1683.62,1691.32,1699.8,1706.6,1720.0,1742.7,1762.0,18.9,1650.0,1668.9,1744.3,1763.2,6.0
2018-09-13,998405,1694.87,1716.42,1694.38,1710.02,1698.5,1707.2,1718.0,1741.9,1762.2,18.8,1650.9,1669.7,1744.7,1763.5,7.4
2018-09-14,998405,1721.68,1730.27,1720.7,1728.61,1699.8,1709.2,1716.9,1741.2,1762.4,18.7,1653.0,1671.7,1746.7,1765.4,2.1
2018-09-18,998405,1725.88,1762.8,1725.64,1759.88,1706.6,1712.1,1717.1,1740.6,1762.7,21.5,1647.5,1669.0,1755.2,1776.7,10.6
2018-09-19,998405,1781.86,1792.61,1779.03,1785.66,1718.3,1716.6,1717.5,1740.4,1763.1,26.3,1637.6,1663.9,1769.3,1795.6,16.8
2018-09-20,998405,1793.56,1793.83,1781.04,1787.6,1731.2,1721.4,1718.6,1740.3,1763.4,29.5,1632.8,1662.3,1780.5,1810.0,18.4
2018-09-21,998405,1798.77,1807.67,1795.31,1804.02,1745.8,1726.5,1720.4,1740.2,1763.9,34.1,1624.3,1658.4,1794.6,1828.7,25.2
2018-09-25,998405,1805.71,1822.44,1803.76,1822.44,1761.2,1732.4,1723.0,1740.3,1764.4,39.3,1614.5,1653.8,1811.0,1850.3,31.3
2018-09-26,998405,1810.65,1822.04,1808.31,1821.67,1777.5,1737.7,1725.2,1740.4,1764.8,43.4,1607.4,1650.9,1824.5,1868.0,39.4
2018-09-27,998405,1817.24,1825.09,1799.5,1800.11,1788.7,1741.1,1726.9,1740.3,1765.1,45.4,1604.8,1650.2,1832.0,1877.4,50.9
2018-09-28,998405,1817.81,1828.23,1811.48,1817.25,1799.8,1745.2,1729.1,1740.5,1765.5,48.3,1600.3,1648.6,1841.8,1890.1,61.3
2018-10-01,998405,1814.05,1823.72,1809.56,1817.96,1807.1,1748.9,1732.0,1741.0,1765.9,50.8,1596.5,1647.3,1850.5,1901.3,70.5
2018-10-02,998405,1829.49,1838.3,1821.24,1824.03,1811.9,1753.0,1736.1,1741.6,1766.3,53.3,1593.1,1646.4,1859.6,1912.9,79.1
2018-10-03,998405,1820.56,1824.1,1802.06,1802.73,1813.8,1756.2,1738.8,1741.9,1766.6,54.2,1593.6,1647.8,1864.6,1918.8,83.1
2018-10-04,998405,1818.27,1818.81,1797.87,1801.19,1813.4,1760.0,1741.9,1742.4,1766.8,54.4,1596.8,1651.2,1868.8,1923.2,83.8
2018-10-05,998405,1790.78,1800.31,1788.64,1792.65,1809.7,1763.6,1745.0,1743.0,1766.9,54.0,1601.7,1655.7,1871.5,1925.5,81.6
