code,date,open,high,low,close
998405,2018/02/09,1733.02,1733.53,1708.1,1731.97
998405,2018/02/13,1751.23,1751.23,1713.96,1716.78
998405,2018/02/14,1719.16,1725.5,1691.65,1702.72
998405,2018/02/15,1719.83,1728.12,1712.23,1719.27
998405,2018/02/16,1729.17,1747.6,1725.31,1737.37
998405,2018/02/19,1753.15,1775.15,1750.13,1775.15
998405,2018/02/20,1767.96,1768.28,1752.75,1762.45
998405,2018/02/21,1764.67,1772.31,1753.02,1761.61
998405,2018/02/22,1749.85,1750.33,1737.58,1746.17
998405,2018/02/23,1749.75,1761.02,1747.51,1760.53
998405,2018/02/26,1774.76,1779.73,1768.81,1774.81
998405,2018/02/27,1790.62,1794.92,1785.28,1790.34
998405,2018/02/28,1783.88,1791.58,1768.24,1768.24
998405,2018/03/01,1754.43,1754.53,1735.56,1740.2
998405,2018/03/02,1711.46,1714.78,1700.65,1708.34
998405,2018/03/05,1697.11,1704.94,1687.29,1694.79
998405,2018/03/06,1718.97,1728.47,1714.47,1716.3
998405,2018/03/07,1705.63,1722.88,1702.97,1703.96
998405,2018/03/08,1720.0,1720.0,1704.96,1709.95
998405,2018/03/09,1726.99,1741.16,1707.51,1715.48
998405,2018/03/12,1740.67,1746.39,1733.06,1741.3
998405,2018/03/13,1734.31,1751.03,1731.58,1751.03
998405,2018/03/14,1738.72,1746.46,1737.81,1743.21
998405,2018/03/15,1737.57,1745.7,1727.44,1743.6
998405,2018/03/16,1747.27,1747.27,1733.82,1736.63
998405,2018/03/19,1729.6,1735.12,1714.0,1719.97
998405,2018/03/20,1708.03,1716.45,1702.4,1716.29
998405,2018/03/22,1711.02,1727.86,1710.95,1727.39
998405,2018/03/23,1696.34,1696.34,1661.23,1664.94
998405,2018/03/26,1649.6,1671.32,1645.16,1671.32
998405,2018/03/27,1687.19,1717.13,1685.65,1717.13
998405,2018/03/28,1683.56,1699.69,1677.08,1699.56
998405,2018/03/29,1713.31,1714.23,1688.71,1704.0
998405,2018/03/30,1718.03,1721.04,1708.27,1716.3
998405,2018/04/02,1716.32,1723.82,1708.78,1708.78
998405,2018/04/03,1690.35,1707.81,1687.0,1703.8
998405,2018/04/04,1710.04,1711.88,1699.48,1706.13
